Variable,Description
ROLEPA,Role of father's with kids
ROLEGP,Role of grandparents with kids
ROLECCP,Role of childcare provdrs with kids
ROLETCHR,Role of teachers with kids
ROLECLRG,Role of clergy with kids
CHLDEDUC,Education improving?
CHLDLOVE,Love improving?
CHLDSAFE,Neighborhood safety improving?
CHLDMORL,Moral-religious training improving?
CHLDSUP,Supervision improving?
CHLDHOME,Housing improving?
CHLDHLTH,Health care improving?
CHLDSKLS,Acquiring job skills improving?
CHLDTIME,Time with kids improving?
INFFILMS,Influence of movies
INFPUBTV,Influence of children's programs on public TV
INFNETTV,Influence of programs on network TV
INFADSTV,Influence of TV ads
INFMUSIC,Influence of rock & roll
SPPREGNT,Spending for prenatal care
SPHLTHKD,Spending for health care
SPHEADST,Spending for head start
SPPOORKD,Spending for childcare for poor
SPWRKPAR,Spending for childcare for wrkeR's
SPHOMEKD,Spending for housing
SPDSABKD,Spending for disabled kids
SPDRUGS,Spending for drug treatment
SPFOODKD,"Spending for food, etc."
SPPILL,Spending for birth control
PROB1,First problem mentioned
PROB2,Second problem mentioned
PROB3,Third problem mentioned
PROB4,Fourth problem mentioned
HLTH1,Ill enough to go to a doctor
HLTH2,Counseling for mental problems
HLTH3,"Infertility, unable to have a baby"
HLTH4,Drinking problem
HLTH5,"Illegal drugs (marijuana, cocaine)"
HLTH6,"(Husband, wife)partner in hospital"
HLTH7,A child in hospital
HLTH8,"Child on drugs, drinking problem"
HLTH9,A death of a close friend
HLTH10,Respondent in hospital or sanatorium
HLTH11,Respondent unable to work for one month or more
HLTH12,A death of spouse
HLTH13,A death of child
HLTH14,A death of parents
WORK1,Unemployed and looking for work a month +
WORK2,Being demoted or move to worse position
WORK3,A cut in pay or reduced hours
WORK4,Being passed over for promotion
WORK5,Having trouble with one's boss
WORK6,Own business losing money or failing
WORK7,"A husband, wife, partner being fired"
WORK8,"A husband, wife, partner cut in pay"
WORK9,Ones' spouse being unemployed
WORK10,"During past 12 mo, R was unemployed and looking for work"
FINAN1,Going bankrupt
FINAN2,Having a car etc. repossessed
FINAN3,Pawning valuables to make ends meet
FINAN4,Being pressured to pay bills
FINAN5,Major worsening financial condition
HRDSHP1,"Fall behind in paying rent, mortgage"
HRDSHP2,"Eviction from one's apartment, house"
HRDSHP3,Having the utilities shut-off
HRDSHP4,Being unable to purchase needed food
HRDSHP5,Unable to afford needed medical care
HRDSHP6,Lacking health insurance coverage
HRDSHP7,Homeless
FAMPER1,Having serious trouble with spouse
FAMPER2,Separating from spouse or partner
FAMPER3,Breaking up with fianc?e)
FAMPER4,Having serious trouble with a child
FAMPER5,Having serious trouble with friend
FAMPER6,Divorced or separated
LAW1,A robbery
LAW2,A Personal assault
LAW3,Your home burglarized
LAW4,Accused of crime
LAW5,Arrested
LAW6,Sued in civil case
LAW7,Your child arrested
LIVE1,Your home destroyed in disaster
LIVE2,Your home in poor condition
LIVE3,Major home repaiR's
LIVE4,Serious problem with your landlord
OTH1,Being discriminated against
OTH2,Unable to get to school
OTH3,Child have trouble in school
OTH4,Need but unable to use public transport.
OTH5,Do not have a car
EXTRA1,Other problems
EXTRA2,Other problems
POVLINE,R's hh poverty status
INCDEF,Distance below poverty line
REALINC,Family income in constant $
REALRINC,R's income in constant $
CONINC,Family income in constant dollars
CONRINC,Respondent income in constant dollars
MINFOUR,Imputed poverty line for family of four
MINFOOD,Imputed wkly food spending for pov line fam of 4
MINTHREE,Imputed poverty line for family of three
SECTECH,Should govt maintain secrecy over technology
SECDOCS,Does govt classify too many documents as secrets
RPTCOWRK,Report coworkers threatening secrecy of work
ASKFINAN,Govt investigate workers finances for security
ASKCRIME,Govt investigate workers crime records
ASKDRUGS,Govt investigate workers illegal drug use
ASKMENTL,Govt investigate workers mental health
ASKFORGN,Govt investigate workers foreign family
ASKDRINK,Govt investigate workers alcohol use
ASKSEXOR,Govt investigate workers sexual orientation
ASKFRBIZ,Govt investigate foreign business contacts
ASKFRTRV,Govt investigate foreign travel
ASKCOMP,Govt investigate use of computers
SECPRVCY,Govt favor secrecy over workers privacy?
SECDIPLO,Government maintain secrecy on diplomatic initiatives
SECMILOP,Government maintain secrecy on military operations
SECTERR,Government maintain secrecy on domestic terrorism
SECBUDGT,Government maintain secrecy on the intelligence budget
CHKFINAN,Government should verify financial assets
CHKSPFIN,Government should verify spouse's financial assets
CHKTAXES,Government should verify tax records
KNOMENTL,Gov should have the right to know
TAKEARMS,Punishment for stealing and selling weapons
LEAKINFO,Punishment for official leaking information
SPYENEMY,Punishment for selling secrets to hostile foreign gov
SPYFREND,Punishment for selling secrets to friend foreign gov
TAKETRCK,Punishment for stealing and selling truck parts
PUNARMS,Punishment stealing and selling arms
PUNLEAK,Punishment leaking sensitive information
PUNENMY,Punishment selling info to foreign enemies
PUNFRND,Punishment selling info to friendly countries
PUNTRCK,Punishment stealing govt truck parts
COMSTEAL,Punishment stealing national security computer
COMDATA,Punishment damaging national security computer
COMSYS,Punishment for damaging a computer system
COMSNOOP,Punishment for snooping in a computer system
COMEMAIL,Punishment emailing documents unauthorized per
COMPORN,Punishment for downloading porn at office
LIETEST,People with secret should be subject to lie tests
TESTDRUG,People with secret should be subject to drug tests
BUGGING,People with secret should be subject to wiretapping
FINANQS,People with secret should be subject to ques. of finan
CHKONJOB,People with secret should be subject to monitoring
CHKOTHER,People with secret should be subject to monitoring of
COMPFIN,Govt check Personal financial records
CHKTRAVL,Govt check international travel records
EMAILWRK,Govt audit email and internet at work
EMAILHME,Govt audit email and internet at home
TAPWRK,Govt wire-tap work phone line
TAPHME,Govt wire-tap home phone line
SRCHWRK,Govt search briefcases and desks at work
CAMWRK,Govt camera surveillance at work
USSPY,U.S. spies foreign govts more threat 10 yrs ago
FORSPY,Foreign spies more threat 10 yrs ago
USTERROR,Terrorism by U.S. citizens more threat 10 yrs
FRTERROR,Terrorism by foreigneR's more threat 10 yrs ago
FORSTEAL,ForeigneR's stealing U.S. tech more threat 10 y
NUCLRWAR,Nuclear war more threat 10 yrs ago
ETHNIC,Country of family origin
ETH1,1st mentioned country of origin
ETH2,2nd mentioned country of origin
ETH3,3rd mentioned country of origin
ETHNUM,Type of response about ethnicity:R
SPETHNIC,Country of spouse's family origin
SPETH1,1st mentioned country of spouse's origin
SPETH2,2nd mentioned country of spouse's origin
SPETH3,3rd mentioned country of spouse's origin
SPETHNUM,Type of response about ethnicity:sp
RACESEE,Observed race
RACEDBTF,Certainty of observed race
RACESELF,R's own racial id
HISPANIC,Hispanic specified
RACECEN1,What Is R's race 1st mention
RACECEN2,What Is R's race 2nd mention
RACECEN3,What Is R's race 3rd mention
DIFRACE1,Why observation disagrees self id
DIFRACE2,Why observation disagrees self id
DIFRACE3,Why observation disagrees self id
RACETHWH,Points assigned to white
RACETHHI,Points assigned to Hispanic/latino
RACETHBL,Points assigned to black/african American
RACETHAS,Points assigned to Asian American
RACETHNA,Points assigned to native American/American Indian
RACETHOT,Points assigned to other
RACETHMN,Specify other in racethot
USCITZN,Is R US citizen
FUCITZN,Is R planning/appling for US citizenship or not
YEARSUSA,"LIVED IN U.S., YEARS:"
MNTHSUSA,"LIVED IN U.S., IF LESS THAN ONE YEAR   MONTHS:"
VETYEARS,Years in armed forces
VETKIND,Branch of service
WORKDY,Days R normally works
WORKHR,Hours R usually works
SPDAYS,Days spouse normally works
SPHOUR,Hours spouse usually works
DWELLING,Type of structure
DWELNGH,Dwelling compared to others in nbrhd
DWELCITY,Dwelling compared to others in city
DWELOWN,Does R own or rent home?
DWELOWN16,DID Rs FAMILY OWN OR RENT HOME WHEN R WAS AGE 16
WORDA,Word a
WORDB,Word b
WORDC,Word c
WORDD,Word d
WORDE,Word e
WORDF,Word f
WORDG,Word g
WORDH,Word h
WORDI,Word i
WORDJ,Word j
WORDSUM,Number words correct in vocabulary test
GODOC,Last week went to see a doctor?
EATOUT,Last week had a meal at a restaurant
SEEFILM,Last week went to see a film?
ATTRELIG,Last week attended religious services?
NUMDAYS,Number of days attended religious services
SUNDAY,Attended religious services last sunday
MONDAY,Attended religious services last monday
TUESDAY,Attended religious services last tuesday
WEDNESDY,Attended religious services last wednesday
THURSDAY,Attended religious services last thursday
FRIDAY,Attended religious services last friday
SATURDAY,Attended religious services last saturday
ATTREG,Last 7 days attend a worship service
MEDIAREL,Watch a religious program on television-radio?
OTHREL,Attend some other type of religious event
OTHREL1,What type of religious events or meetings
OTHREL2,What type of religious events or meetings
OTHREL3,What type of religious events or meetings
ATTWEEK,Attend religious events during the last week
RELIGID,R's religious identity
RELID1,Protestant identification 1st mention
RELID2,Protestant identification 2nd mention
RELID3,Protestant identification 3rd mention
RELIDBST,Protestant identification best group
CATHID,If catholic what identity
CHARISMA,Is R associated with charismatic movement
RELATE1,Relationship of 1st person to household head
GENDER1,Gender of 1st person
OLD1,Age of 1st person
1-Mar,Marital status of 1st person
AWAY1,Is 1st person staying somewhere else now?
WHERE1,Where is 1st person staying?
RELATE2,Relationship of 2nd person to household head
GENDER2,Gender of 2nd person
OLD2,Age of 2nd person
2-Mar,Marital status of 2nd person
AWAY2,Is 2nd person staying somewhere else now?
WHERE2,Where is 2nd person staying?
RELATE3,Relationship of 3rd person to household head
GENDER3,Gender of 3rd person
OLD3,Age of 3rd person
3-Mar,Marital status of 3rd person
AWAY3,Is 3rd person staying somewhere else now?
WHERE3,Where is 3rd person staying?
RELATE4,Relationship of 4th person to household head
GENDER4,Gender of 4th person
OLD4,Age of 4th person
4-Mar,Marital status of 4th person
AWAY4,Is 4th person staying somewhere else now?
WHERE4,Where is 4th person staying?
RELATE5,Relationship of 5th person to household head
GENDER5,Gender of 5th person
OLD5,Age of 5th person
5-Mar,Marital status of 5th person
AWAY5,Is 5th person staying somewhere else now?
WHERE5,Where is 5th person staying?
RELATE6,Relationship of 6th person to household head
GENDER6,Gender of 6th person
OLD6,Age of 6th person
6-Mar,Marital status of 6th person
AWAY6,Is 6th person staying somewhere else now?
WHERE6,Where is 6th person staying?
RELATE7,Relationship of 7th person to household head
GENDER7,Gender of 7th person
OLD7,Age of 7th person
7-Mar,Marital status of 7th person
AWAY7,Is 7th person staying somewhere else now?
WHERE7,Where is 7th person staying?
RELATE8,Relationship of 8th person to household head
GENDER8,Gender of 8th person
OLD8,Age of 8th person
8-Mar,Marital status of 8th person
AWAY8,Is 8th person staying somewhere else now?
WHERE8,Where is 8th person staying?
RELATE9,Relationship of 9th person to household head
GENDER9,Gender of 9th person
OLD9,Age of 9th person
9-Mar,Marital status of 9th person
AWAY9,Is 9th person staying somewhere else now?
WHERE9,Where is 9th person staying?
RELATE10,Relationship of 10th person to household head
GENDER10,Gender of 10th person
OLD10,Age of 1oth person
10-Mar,Marital status of 10th person
AWAY10,Is 10th person staying somewhere else now?
WHERE10,Where is 1oth person staying?
RELATE11,Relation of 11th person (visitor) to head
GENDER11,Gender of 11th person (visitor)
OLD11,Age of 11th person (visitor)
11-Mar,Marital status of 11th person (visitor)
