Variable,Description
SMHBRK,YTH RCVD LAST SPEC MH SRVC IN PY B/C BROKE RULES
SMHEAT,YTH RCVD LAST SPEC MH SRVC IN PY B/C EATING PROBS
SMHANGR,YTH RCVD LAST SPEC MH SRVC IN PY B/C ANGER CONTROL
SMHFITE,YTH RCVD LAST SPEC MH SRVC IN PY B/C PHYS FIGHT
SMHFMLY,YTH RCVD LAST SPEC MH SRVC IN PY B/C HOME/FAM PRB
SMHFRND,YTH RCVD LAST SPEC MH SRVC IN PY B/C PROB W/ FRND
SMHOTPP,YTH RCVD LST SPC MH SRVC IN PY B/C PRB W/ OTH PERS
SMHSCHL,YTH RCVD LAST SPEC MH SRVC IN PY B/C PROB AT SCH
SMHMEND,YTH RCVD LAST SPEC MH SRVC IN PY B/C DIAG MNTL DIS
SMHOTH2,YTH RCVD LAST SPEC MH SRVC IN PY B/C OTHER REASONS
SEMSUI2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C TRIED SUIC
SEMDPR2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C DEPRESSED
SEMFEA2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C AFRD/TENSE
SEMBRK2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C BROKE RULES
SEMEAT2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C EATNG PROB
SEMANGR2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C ANGER CNTRL
SEMFITE2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C PHYS FIGHT
SEMFMLY2,YTH LST RCVD SP MH SVC & EDUC/MED B/C HOME/FAM PRB
SEMFRND2,YTH LST RCVD SP MH SVC & EDUC/MED B/C PROB W/ FRND
SEMOTPP2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C PROB W/ OTH
SEMSCHL2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C PROB AT SCH
SEMMEND2,YTH LAST RCVD SP MH SVC & EDUC/MED B/C MNTL DIS
SEMOTH3,YTH LAST RCVD SP MH SVC & EDUC/MED B/C OTH REASONS
YUHOANGR,STAYED IN HOSP BEC HAD TRBLE CONTRLNG ANGER
YUHOFITE,STAYED IN HOSP BEC HAD GOTTEN INTO PHYS FIGHTS
YUHOFMLY,STAYED IN HOSP BEC HAD PRBLMS AT HOME/FAMILY
YUHOFRND,STAYED IN HOSP BEC HAD PRBLMS WITH FRIENDS
YUHOOTPP,STAYED IN HOSP BEC HAD PRBLMS WITH OTHERS
YUHOSCHL,STAYED IN HOSP BEC HAD PRBLMS AT SCHOOL
YURSANGR,STAYED IN RESID CTR BEC HAD TRBLE CONTRLNG ANGER
YURSFITE,STAYED IN RESID CTR BEC HAD GOTN INTO PHYS FIGHTS
YURSFMLY,STAYED IN RESID CTR BEC HAD PRBLMS AT HOME/FAMILY
YURSFRND,STAYED IN RESID CTR  BEC HAD PRBLMS WITH FRIENDS
YURSOTPP,STAYED IN RESID CTR  BEC HAD PRBLMS WITH OTHERS
YURSSCHL,STAYED IN RESID CTR  BEC HAD PRBLMS AT SCHOOL
YUFCANGR,STAYED IN FOST CARE BEC HAD TRBLE CONTRLNG ANGER
YUFCFITE,STAYED IN FOST CARE BEC HAD GOTN INTO PHYS FIGHTS
YUFCFMLY,STAYED IN FOST CARE BEC HAD PRBLMS AT HOME/FAMILY
YUFCFRND,STAYED IN FOST CARE BEC HAD PRBLMS WITH FRIENDS
YUFCOTPP,STAYED IN FOST CARE BEC HAD PRBLMS WITH OTHERS
YUFCSCHL,STAYED IN FOST CARE BEC HAD PRBLMS AT SCHOOL
YUDYANGR,VISITED DAY TRMT BEC HAD TRBLE CONTRLNG ANGER
YUDYFITE,VISITED DAY TRMT BEC HAD GOTTN INTO PHYS FIGHTS
YUDYFMLY,VISITED DAY TRMT BEC HAD PRBLMS AT HOME/FAMILY
YUDYFRND,VISITED DAY TRMT BEC HAD PRBLMS WITH FRIENDS
YUDYOTPP,VISITED DAY TRMT BEC HAD PRBLMS WITH OTHERS
YUDYSCHL,VISITED DAY TRMT BEC HAD PRBLMS AT SCHOOL
YUMHANGR,VISITED MH CLNC BEC HAD TRBLE CONTRLNG ANGER
YUMHFITE,VISITE MH CLNC BEC HAD GOTTEN INTO PHYS FIGHTS
YUMHFMLY,VISITED MH CLNC BEC HAD PRBLMS AT HOME/FAMILY
YUMHFRND,VISITED MH CLNC BEC HAD PRBLMS WITH FRIENDS
YUMHOTPP,VISITED MH CLNC BEC HAD PRBLMS WITH OTHERS
YUMHSCHL,VISITED MH CLNC BEC HAD PRBLMS AT SCHOOL
YUTPANGR,VISITED THERAPIST BEC HAD TRBLE CONTRLNG ANGER
YUTPFITE,VISITED THERAPIST BEC HAD GOTN INTO PHYS FIGHTS
YUTPFMLY,VISITED THERAPIST BEC HAD PRBLMS AT HOME/FAMILY
YUTPFRND,VISITED THERAPIST BEC HAD PRBLMS WITH FRIENDS
YUTPOTPP,VISITED THERAPIST BEC HAD PRBLMS WITH OTHERS
YUTPSCHL,VISITED THERAPIST BEC HAD PRBLMS AT SCHOOL
YUIHANGR,SAW IN HOME COUNS BEC HAD TRBLE CONTRLNG ANGER
YUIHFITE,SAW IN HOME COUNS BEC HAD GOTTEN INTO PHYS FIGHTS
YUIHFMLY,SAW IN HOME COUNS BEC HAD PRBLMS AT HOME/FAMILY
YUIHFRND,SAW IN HOME COUNS BEC HAD PRBLMS WITH FRIENDS
YUIHOTPP,SAW IN HOME COUNS BEC HAD PRBLMS WITH OTHERS
YUIHSCHL,SAW IN HOME COUNS BEC HAD PRBLMS AT SCHOOL
YUFDANGR,SAW FAMLY DOC BEC HAD TRBLE CONTRLNG ANGER
YUFDFITE,SAW FAMLY DOC BEC HAD GOTTEN INTO PHYS FIGHTS
YUFDFMLY,SAW FAMLY DOC BEC HAD PRBLMS AT HOME/FAMILY
YUFDFRND,SAW FAMLY DOC BEC HAD PRBLMS WITH FRIENDS
YUFDOTPP,SAW FAMLY DOC BEC HAD PRBLMS WITH OTHERS
YUFDSCHL,SAW FAMLY DOC BEC HAD PRBLMS AT SCHOOL
YUSWSCYR,RCVD EMOT TMT FROM SCH/SOC WORKER IN PST 12 MOS
YUSWSUIC,TALKED W/SCH SOC WORK BEC THOT/TRIED TO KILL SELF
YUSWDEPR,TALKED W/SCH SOC WORK BEC YOU FELT DEPRESSED
YUSWFEAR,TALKED W/SCH SOC WORK BEC YOU FELT AFRAID/TENSE
YUSWBKRU,TALKED W/SCH SOC WORK BEC BRKING RULES/ACT OUT
YUSWEATP,TALKED W/SCH SOC WORK BEC YOU HAD EATING PROBS
YUSWANGR,TALKED W/SCH SOC WORK BEC HAD TRBLE CONTRLNG ANGR
YUSWFITE,TLKED W/SCH COUNS BEC HAD GOTTEN INTO PHYS FIGHTS
YUSWFMLY,TALKED W/SCH SOC WORK BEC HAD PRBLMS AT HOME/FMLY
YUSWFRND,TALKED W/SCH SOC WORK BEC HAD PRBLMS WITH FRIENDS
YUSWOTPP,TALKED W/SCH SOC WORK BEC HAD PRBLMS WITH OTHERS
YUSWSCHL,TALKED W/SCH SOC WORK BEC HAD PRBLMS AT SCHOOL
YUSWSOR,TALKED W/SCH SOC WORK FOR SOME OTHER REASON
YUSCEMYR,ATTEND SCH FOR STUDENTS W/EMOT PRBLMS PST 12 MOS
YUSCPGYR,ATTND SCH PGM FOR STDNTS W/EMOT PRBLMS PST 12 MOS
YUJVDTON,STAYED OVRNT/LONGER IN JAIL/JUV DET PST 12 MOS
YUJVDTN2,# NIGHTS IN JAIL OR JUV DET IN PST 12 MOS
YUJVDTYR,RCVD EMOT TMT IN JAIL/JUV DET IN PST 12 MOS
YSPEC,RC-ATTND SCHOOL OR PROGRAM FOR EMOT PROB IN PST YR
YSHSW,RC-TLKD W/SCH SOC WKR/PSY/COUNS FOR EMOT PROB PST YR
YJAIL,RC-YTH RCVD SVCS FOR EMOT PROB IN PY IN JUV JUSTICE
ANYNSMH,RC-YTH RCVD NONSPECIALTY MENTAL HLTH SRVC IN PST YR
ANYMHED2,RC-YTH RCVD EDUCATION MENTAL HEALTH SRVC IN PST YR
ANYSEDMF,"RC-YTH RCVD SPEC MH AND ED, MED, OR FOST SRVC IN PY"
HOSPVST,RC-# NIGHTS YTH STAYED IN HOSP FOR MH SRVC IN PY
RESIDVST,RC-# NIGHTS YTH STAYED IN RESID CTR FOR MH SRVC IN PY
FOSTVST,RC-# NIGHTS YTH STAYED IN FOST CARE FOR MH SRVC IN PY
DYTXVST,RC-# TIMES YTH VISITED DAY TRMT PROG IN PY
CLINVST,RC-# TIMES YTH VISITED MENT HLTH CLIN IN PY
THERVST,RC-# TIMES YTH VISITED THERAPIST IN PY
HOMEVST,RC-# TIMES YTH RCVD IN-HOME COUNSELING IN PY
SPINVST2,RC-REV # NIGHTS YTH STAYED IN SPEC INPATIENT MH SRVC
SPOUTVST,RC-# TIMES YTH VISITED A SPECIALTY OUTPATIENT MH SRVC
SMHVST2,RC-REV # STAYS/VISITS YTH MADE TO SPEC MH SERVICE
SIMHSUI2,RC-REV YTH LST RCVD INPT SP MH SVC B/C TRIED SUIC
SIMHDPR2,RC-REV YTH LST RCVD INPT SP MH SVC B/C DEPRESSED
SIMHFEA2,RC-REV YTH LST RCVD INPT SP MH SVC B/C AFRAID/TENSE
SIMHBRK2,RC-REV YTH LST RCVD INPT SP MH SVC B/C BROKE RULES
SIMHEAT2,RC-REV YTH LST RCVD INPT SP MH SVC B/C EATING PRBLMS
SIMHANG2,RC-REV YTH LST RCVD INPT SP MH SVC B/C ANGER CONTROL
SIMHFIT2,RC-REV YTH LST RCVD INPT SP MH SVC B/C PHYS FIGHT
SIMHFML2,RC-REV YTH LST RCVD INPT SP MH SVC B/C HOME/FAM PROB
SIMHFRD2,RC-REV YTH LST RCVD INPT SP MH SVC B/C PROB W/FRND
SIMHOTP2,RC-REV YTH LST RCVD INPT SP MH SVC B/C PRB W/OTH PERS
SIMHSCH2,RC-REV YTH LST RCVD INPT SP MH SVC B/C PROB AT SCH
SIMHMEN2,RC-REV YTH LST RCVD INPT SP MH SVC B/C SR MNTL DIS
SIMHOTH3,RC-REV YTH LST RCVD INPT SP MH SVC B/C OTHER RSNS
SOMHSUI,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C TRIED SUIC
SOMHDPR,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C DEPRESSED
SOMHFEA,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C AFRAID/TENSE
SOMHBRK,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C BROKE RULE
SOMHEAT,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C EATING PROBS
SOMHANGR,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C ANGER CONTROL
SOMHFITE,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C PHYS FIGHT
SOMHFMLY,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C HOME/FAM PROB
SOMHFRND,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C PROB W/ FRND
SOMHOTPP,RC-YTH RCVD LST OUTP SPC MH SRVC B/C PROB W/ OTH PERS
SOMHSCHL,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C PROB AT SCH
SOMHMEND,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C SR MNTL DISDR
SOMHOTH2,RC-YTH RCVD LAST OUTPT SPEC MH SRVC B/C OTHER REASONS
SMHSUI2,RC-REV YTH LST RCVD SP MH SVC IN PY BC TRIED SUIC
SMHDPR2,RC-REV YTH LST RCVD SP MH SVC IN PY BC DEPRESSED
SMHFEA2,RC-REV YTH LST RCVD SP MH SVC IN PY BC AFRAID/TENSE
SMHBRK2,RC-REV YTH LST RCVD SP MH SVC IN PY BC BROKE RULES
SMHEAT2,RC-REV YTH LST RCVD SP MH SVC IN PY BC EATING PROBS
SMHANGR2,RC-REV YTH LST RCVD SP MH SVC IN PY BC ANGER CNTRL
SMHFITE2,RC-REV YTH LST RCVD SP MH SVC IN PY BC PHYS FIGHT
SMHFMLY2,RC-REV YTH LST RCVD SP MH SVC IN PY BC HOME/FAM PRB
SMHFRND2,RC-REV YTH LST RCVD SP MH SVC IN PY BC PROB W/FRND
SMHOTPP2,RC-REV YTH LST RCVD SP MH SVC IN PY BC PRB W/OTH PERS
SMHSCHL2,RC-REV YTH LST RCVD SP MH SVC IN PY BC PROB AT SCH
SMHMEND2,RC-REV YTH LST RCVD SP MH SVC IN PY BC SR MNTL DISDR
SMHOTH3,RC-REV YTH LST RCVD SP MH SVC IN PY BC OTHER RSNS
SHSWSUI,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C TRIED SUIC
SHSWDPR,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C DEPRESSED
SHSWFEA,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C AFRD/TENSE
SHSWBRK,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C BROKE RULE
SHSWEAT,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C EATNG PROB
SHSWANGR,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C ANGR CNTRL
SHSWFITE,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C PHYS FIGHT
SHSWFMLY,RC-YTH LAST TLKD W/ SCH SOC WKR IN PY B/C HME/FAM PRB
SHSWFRND,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C FRND PROB
SHSWOTPP,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C PRB W/ OTH
SHSWSCHL,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C SCHL PROB
SHSWMEND,RC-YTH LAST TLKD W/ SCH SOC WRK IN PY B/C SR MNTL DISDR
SHSWOTH2,RC-YTH LAST TLKD W/ SCH SOC WRKR IN PY B/C OTH REASON
FDOCSUI,RC-YTH LAST SAW FAM DOC IN PY B/C TRIED SUIC
FDOCDPR,RC-YTH LAST SAW FAM DOC IN PY B/C DEPRESSED
FDOCFEA,RC-YTH LAST SAW FAM DOC IN PY B/C AFRAID/TENSE
FDOCBRK,RC-YTH LAST SAW FAM DOC IN PY B/C BROKE RULES
FDOCEAT,RC-YTH LAST SAW FAM DOC IN PY B/C EATING PROBS
FDOCANGR,RC-YTH LAST SAW FAM DOC IN PY B/C ANGER CONTROL
FDOCFITE,RC-YTH LAST SAW FAM DOC IN PY B/C PHYS FIGHT
FDOCFMLY,RC-YTH LAST SAW FAM DOC IN PY B/C HOME/FAM PROB
FDOCFRND,RC-YTH LAST SAW FAM DOC IN PY B/C PROB W/ FRND
FDOCOTPP,RC-YTH LAST SAW FAM DOC IN PY B/C PROB W/ OTHER PERS
FDOCSCHL,RC-YTH LAST SAW FAM DOC IN PY B/C PROB AT SCH
FDOCMEND,RC-YTH LAST SAW FAM DOC IN PY B/C SR MNTL DISDR
FDOCOTH2,RC-YTH LAST SAW FAM DOC IN PY B/C OTHER REASONS
YMHOSPTX,RC-YOUTH: RCVD MH SRVC OR SUB TRT AT SPEC FAC IN PST YR
YMHNSPTX,RC-YOUTH: RCVD MH SRVC BUT NOT SUB TRT AT SPEC FAC IN PST YR
YSPTXNMH,RC-YOUTH: RCVD SUB TRT AT SPEC FAC BUT NOT MH SRVC IN PST YR
YMHASPTX,RC-YOUTH: RCVD BOTH MH SRVC AND SUB TRT AT SPEC FAC IN PY
YODPREV,EVER HAD SEVERAL DAYS WHRE FELT SAD/EMPTY/DEPRSSD
YODSCEV,EVER HAD PER OF TIME WHERE FELT DISCRGD OR HPELSS
YOLOSEV,EVER HAD PER OF TIME LST INTRST IN ENJOYABLE THGS
YODPDISC,FEEL DISCRGD ABOUT LIFE WHEN SAD/EMPTY/DEPRESSED
YODPLSIN,EVER LOSE INT IN THINGS WHEN SAD/EMPTY/DEPRESSED
YODSLSIN,EVER LOSE INT IN THGS WHEN FEELING DISCOURGAGED
YOLSI2WK,PERIOD OF TIME LASTED EVERY DAY FOR 2 WKS /LNGR
YODPR2WK,TIME WHEN [FEELFILL] LSTD EVRYDY 2 WKS OR LNGR
YOWRHRS,TIME THAT MOST SEVERE/FREQUENT MOOD LASTED
YOWRDST,HOW STRONG WERE BAD FEELINGS DURING 2 WKS
YOWRCHR,BAD FEELINGS SO SEVERE NOTHING COULD CHEER YOU UP
YOWRIMP,"MOOD SO SEVERE COULDN""T DO DLY ACTIVITIES"
YODPPROB,EVER HAVE OTH PRBLMS DURING 2 WKS OR LONGER
YOWRPROB,ONE PARTICULAR TIME THAT IS THE WORST ONE EVER
YOWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED
YOWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY
YOWRDISC,WHEN PRBLMS WRST FELT DISCRGED ABT LIFE EVERY DAY
YOWRLSIN,WHEN PRBLMS WORST LOSE INTRST IN ENJOYABLE THINGS
YOWRPLSR,WHEN PRBLMS WORST FEEL NO FUN IN GOOD THINGS
YOWRELES,WHEN PRBLMS WORST EAT LESS THAN USUAL EVERY DAY
YOWREMOR,WHEN PRBLMS WORST EAT MORE THAN USUAL EVERY DAY
YOWRGAIN,WHEN PRBLMS WORST DID YOU GAIN WEIGHT W/O TRYING
YOWRGROW,WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC GROWING
YOWRPREG,WHEN PRBLMS WRST GAIN WGHT W/O TRYING BC PREGNANT
YOWRGNL2,WHEN PRBLMS WORST # LBS GAINED WITHOUT TRYING
YOWRLOSE,WHEN PRBLMS WORST DID YOU LOSE WEIGHT W/O TRYING
YOWRDIET,WHEN PRBLMS WORST LOSE WGHT W/O TRYING BC SICK/DT
YOWRLSL2,WHEN PRBLMS WORST # LBS LOST WITHOUT TRYING
YOWRSLEP,WHEN PRBLMS WORST HAVE PRBS SLEEPING/WAKING EARLY
YOWRSMOR,WHEN PRBLMS WORST SLEEP A LOT MORE THAN USUAL
YOWRENRG,WHEN PRBLMS WORST FEEL TIRED/LOW ON ENERGY EVRYDY
YOWRSLOW,WHEN PRBLMS WORST TALK/MOVE SLOWER THAN USUAL
YOWRSLNO,WHEN PRBLMS WORST PEOP NOTICE SLOWER THAN USUAL
YOWRJITT,WHEN PRBLMS WORST RSTLSS/JITTRY/PACING EVERYDAY
YOWRJINO,"WHEN PRBLMS WRST PEOP NOTICE YOU CLDN""T SIT STILL"
YOWRTHOT,WHEN PRBLMS WORST THGHTS SLOWER/MIXED UP
YOWRCONC,WHEN PRBLMS WRST HAVE TRBLE KEEPING MIND ON THNGS
YOWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS
YOWRNOGD,WHEN PRBLMS WRST FEEL NOT AS GOOD AS OTHER PEOPLE
YOWRWRTH,WHEN PRBLMS WORST FEEL TOTALLY WORTHLESS EVERYDAY
YOWRDLOT,WHEN PRBLMS WORST THINK A LOT ABOUT DEATH
YOWRDBTR,WHEN PRBLMS WRST THINK IT WOULD BE BETTER IF DEAD
YOWRSTHK,WHEN PRBLMS WORST THINK ABOUT KILLING YOURSELF
YOWRSPLN,WHEN PRBLMS WORST MAKE A PLAN TO KILL YOURSELF
YOWRSATP,WHEN PRBLMS WORST MAKE A SUICIDE ATTEMPT
YO_MDEA1,SAD/EMPTY/DEPRESSED MOST OF DAY OR DISCOURAGED
YO_MDEA2,LOST INTEREST OR PLEASURE IN MOST THINGS
YO_MDEA3,CHANGES IN APPETITE OR WT
YO_MDEA4,SLEEP PROBLEMS
YO_MDEA5,OTHERS NOTICED THAT R WAS RESTLESS OR LETHARGIC
YO_MDEA6,FELT TIRED/LOW ENERGY NEARLY EVERY DAY
YO_MDEA7,FELT WORTHLESS NEARLY EVERY DAY
YO_MDEA8,INABILITY TO CONCENTRATE OR MAKE DECISIONS
YO_MDEA9,ANY THOUGHTS OR PLANS OF SUICIDE
YODSMMDE,SCORE OF SYMPTOM INDICATORS 1 THRU 9
YOPBINTF,WHEN PRBLMS WORST INTERFERE WITH SCHL/ PRSNL LIFE
YOPBDLYA,WHEN PRBLMS WORST UNABLE TO CARRY OUT DLY ACTVTS
YOPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED
YOPBAGE,AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED
YOPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE
YOPB2WK,FELT THIS WAY 2 WKS+ W/OTH PRBS DURING PST 12 MOS
YOPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME CHORES
YOPSWORK,HOW MCH DID FLNGS INTRFR W/ABLTY TO DO WLL SCH/WK
YOPSRELS,HOW MUCH DID FLNGS INTRFR W/GETTING ALONG W/FAM
YOPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE
YOPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS
YOSEEDOC,SEE/TALK TO A DR/OTH PROF ABT FEELINGS PAST 12 MOS
YOFAMDOC,GEN/FAM DOC TALKED W/ABT FEELINGS PAST 12 MOS
YOOTHDOC,OTH DR TALKED W/ABOUT FEELINGS PAST 12 MOS
YOPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS
YOPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS
YOSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS
YOCOUNS,COUNSELOR TALKED W/ABOUT FEELINGS PAST 12 MOS
YOOTHMHP,MENTAL PROF TALKED W/ABOUT FEELINGS PAST 12 MOS
YONURSE,NURSE ETC.TALKED W/ABOUT FEELINGS PAST 12 MOS
YORELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS
YOHERBAL,HERBALIST TALKED W/ABOUT FEELINGS PAST 12 MOS
YOOTHHLP,OTH HELP PROF TALKED W/ABOUT FEELINGS PAST 12 MOS
YOTMTNOW,CURRENTLY RCVNG TREATMENT/COUNSLG FOR MOOD
YORX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS
YORXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD
YORXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MOS
YOTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS
TXHPMDE,PERCEPTION OF HELP RCVD FROM MDE TRT/CNSLG
RXHPMDE,PERCEPTION OF HELP RCVD FROM MDE RX MEDICATION
MDELT,HAD LIFETIME MAJOR DEPRESSIVE EPISODE (MDE)
MDEYR,HAD PAST YEAR MAJOR DEPRESSIVE EPISODE (MDE)
TXMDEYR,SAW OR TALKED TO MD OR PROF FOR MDE IN PAST YEAR
RXMDEYR,USED PRESCRIPTION MEDICATION FOR MDE IN PAST YEAR
MDETXRX,RCVD TRT/CNSLNG OR RX MED FOR MDE IN PAST YEAR
MDETXARX,RCVD TRT/CNSLNG AND RX MED FOR MDE IN PAST YEAR
MDETXO,RCVD TRT/CNSLNG ONLY FOR MDE IN PAST YEAR
MDERXO,RCVD RX MEDICATION ONLY FOR MDE IN PAST YEAR
DOCMDE,SAW/TALK TO GENERAL PRAC OR FAM MD ABOUT MDE - PY
OMDMDE,SAW/TALK TO OTHER MD ABOUT MDE - PY
PSY1MDE,SAW/TALK TO PSYCHOLOGIST ABOUT MDE - PY
PSY2MDE,SAW/TALK TO PSYCHIATRIST/PSYCHOTHER ABOUT MDE -PY
SOCMDE,SAW/TALK TO SOCIAL WORKER ABOUT MDE - PY
COUNMDE,SAW/TALK TO COUNSELOR ABOUT MDE - PY
OMHMDE,SAW/TALK TO OTHER MENTAL HEALTH PROF ABOUT MDE -PY
NURSMDE,SAW/TALK TO NURSE/OCC THERA/HTH PROF ABOUT MDE-PY
RELMDE,SAW/TALK TO RELIG OR SPIRTUAL ADVISOR ABOUT MDE-PY
HBCHMDE,SAW/TALK TO HRB/CHIRO/ACUPU/MSGE THER ABOUT MDE-PY
OTHMDE,SAW/TALK TO OTHER PROF ABOUT MDE-PY
YMDETARX,YOUTH: RCVD TRT/CNSLG AND RX MED FOR MDE IN PST YR
YMDETXO,YOUTH: RCVD TRT/CNSLNG ONLY FOR MDE IN PAST YEAR
YMDERXO,YOUTH: RCVD RX MEDICATION ONLY FOR MDE IN PAST YR
YMDEADA,YOUTH: PAST YEAR MDE AND SUB DEP OR ABUSE
YMDEIMDA,YOUTH: PY MDE W/ SEV IMPAIRMT AND SUB DEP OR ABUSE
YMDELT,RC-YOUTH: LIFETIME MAJOR DEPRESSIVE EPISODE (MDE)
YMDEYR,RC-YOUTH: PAST YEAR MAJOR DEPRESSIVE EPISODE (MDE)
YMDEAUDPY,RC-YOUTH: PAST YEAR MDE AND ALC DEP OR ABUSE
YMDEIUDPY,RC-YOUTH: PAST YEAR MDE AND ILL DRUG DEP OR ABUSE
YMDEUDPY,RC-YOUTH: PAST YEAR MDE AND SUB DEP OR ABUSE
YTXMDEYR,RC-YOUTH: SAW OR TALK TO MD/PROF FOR MDE IN PAST YEAR
YRXMDEYR,RC-YOUTH: USED RX MEDICATION FOR MDE IN PAST YEAR
YMDETXRX,RC-YOUTH: RCVD TRT/CNSLG OR RX MED FOR MDE IN PST YR
YDOCMDE,RC-YOUTH: SAW/TALK TO GEN PRAC/FAM MD ABOUT MDE IN PY
YOMDMDE,RC-YOUTH: SAW/TALK TO OTHER MD ABOUT MDE IN PAST YEAR
YPSY1MDE,RC-YOUTH: SAW/TALK TO PSYCHOLOGIST ABT MDE IN PST YR
YPSY2MDE,RC-YOUTH: SAW/TALK TO PSYCHIATRIST ABT MDE IN PST YR
YSOCMDE,RC-YOUTH: SAW/TALK TO SOCIAL WORKER ABOUT MDE IN PY
YCOUNMDE,RC-YOUTH: SAW/TALK TO COUNSELOR ABOUT MDE IN PST YR
YOMHMDE,RC-YOUTH: SAW/TALK TO OTH MENT HLTH PROF ABOUT MDE-PY
YNURSMDE,RC-YOUTH: SAW/TALK TO NURSE/OCC THERA ABOUT MDE IN PY
YRELMDE,RC-YOUTH: SAW/TALK TO RELIG ADVISOR ABOUT MDE IN PY
YHBCHMDE,RC-YOUTH: SAW/TALK TO ANOTHER HEALER ABOUT MDE IN PY
YOTHMDE,RC-YOUTH: SAW/TALK TO OTHER PROF ABOUT MDE IN PST YR
YHLTMDE,RC-YOUTH: SAW/TALK TO HEALTH PROF ABOUT MDE IN PST YR
YALTMDE,RC-YOUTH: SAW/TALK TO ALT SERV PROF ABOUT MDE IN PY
YMDEHPRX,RC-YOUTH: SAW HEALTH PROF OR RX MED FOR MDE IN PST YR
YMDEHPO,RC-YOUTH: SAW HEALTH PROF ONLY FOR MDE IN PAST YEAR
YMDERXO2,"RC-YOUTH: RCVD RX MED, NO HEALTH PROF FOR MDE IN PY"
YMDEHARX,RC-YOUTH: SAW HEALTH PROF AND RX MED FOR MDE IN PY
YSDSHOME,RC-YOUTH: MDE ROLE IMPAIRMENT - CHORES AT HOME
YSDSWRK,RC-YOUTH: MDE ROLE IMPAIRMENT - SCHOOL OR WORK
YSDSREL,RC-YOUTH: MDE ROLE IMPAIRMENT - FAMILY RELATIONSHIPS
YSDSSOC,RC-YOUTH: MDE ROLE IMPAIRMENT - SOCIAL LIFE
YSDSOVRL,RC-YOUTH: MAX SEVERITY LEVEL OF MDE ROLE IMPAIRMENT
MDEIMPY,RC-YOUTH: MDE WITH SEVERE ROLE IMPAIRMENT
YMDEIMAUD,RC-YOUTH: PAST YEAR MDE WITH SEVERE IMP AND ALC DEP OR ABUSE
YMDEIMIUD,RC-YOUTH: PST YR MDE W/ SEVERE IMP AND ILL DRUG DEP OR ABUSE
